PING 3.8.167.46 (3.8.167.46) 56(84) bytes of data.
64 bytes from 3.8.167.46: icmp_seq=82 ttl=52 time=2.46 ms
64 bytes from 3.8.167.46: icmp_seq=83 ttl=52 time=2.52 ms
64 bytes from 3.8.167.46: icmp_seq=84 ttl=52 time=2.04 ms
64 bytes from 3.8.167.46: icmp_seq=85 ttl=52 time=2.38 ms
64 bytes from 3.8.167.46: icmp_seq=86 ttl=52 time=2.78 ms
64 bytes from 3.8.167.46: icmp_seq=87 ttl=52 time=2.83 ms
64 bytes from 3.8.167.46: icmp_seq=88 ttl=52 time=2.55 ms
64 bytes from 3.8.167.46: icmp_seq=89 ttl=52 time=2.22 ms
64 bytes from 3.8.167.46: icmp_seq=90 ttl=52 time=2.70 ms
64 bytes from 3.8.167.46: icmp_seq=91 ttl=52 time=2.68 ms
64 bytes from 3.8.167.46: icmp_seq=92 ttl=52 time=2.58 ms
64 bytes from 3.8.167.46: icmp_seq=93 ttl=52 time=3.82 ms
64 bytes from 3.8.167.46: icmp_seq=94 ttl=52 time=2.14 ms
64 bytes from 3.8.167.46: icmp_seq=95 ttl=52 time=2.35 ms
64 bytes from 3.8.167.46: icmp_seq=96 ttl=52 time=2.66 ms
64 bytes from 3.8.167.46: icmp_seq=97 ttl=52 time=2.28 ms
64 bytes from 3.8.167.46: icmp_seq=98 ttl=52 time=2.57 ms
64 bytes from 3.8.167.46: icmp_seq=99 ttl=52 time=2.06 ms
64 bytes from 3.8.167.46: icmp_seq=100 ttl=52 time=2.53 ms

--- 3.8.167.46 ping statistics ---
100 packets transmitted, 100 received, 0% packet loss, time 99146ms
rtt min/avg/max/mdev = 2.040/2.362/4.121/0.333 ms
