dc1,dc2,avgBW,avgLatency,avgCostPerGB,normBW,normLatency,normCost,normEqualWeights,norm75BW,norm75Latency,norm75Cost
sydney_google,london_google,61.3244,265.71,0.152,0.0685,0.3168,0.3299,0.2384,0.1322,0.2874,0.2956
sydney_google,mumbai_aws,44.077,157.06,0.084,0.0482,0.5978,0.6751,0.4404,0.1953,0.5388,0.5871
sydney_google,mumbai_google,108.552,151.02,0.152,0.1242,0.6134,0.3299,0.3558,0.2111,0.5168,0.3396
sydney_google,northvirginia_aws,69.3768,198.19,0.075,0.078,0.4914,0.7208,0.4301,0.21,0.4684,0.6118
sydney_google,northvirginia_google,82.3186,195.11,0.152,0.0933,0.4994,0.3299,0.3075,0.1736,0.4274,0.3215
sydney_google,oregon_aws,65.2754,168.04,0.075,0.0732,0.5694,0.7208,0.4545,0.2162,0.5263,0.6209
sydney_google,oregon_google,91.763,160.86,0.152,0.1044,0.588,0.3299,0.3408,0.193,0.4953,0.334
sydney_google,saopaulo_aws,40.2447,304.1,0.217,0.0437,0.2175,0,0.0871,0.06,0.1686,0.0326
sydney_google,saopaulo_google,54.1818,304.94,0.152,0.0601,0.2153,0.3299,0.2018,0.1132,0.2102,0.2818
sydney_google,singapore_aws,56.71,93.602,0.085,0.0631,0.762,0.6701,0.4984,0.2263,0.6632,0.6057
sydney_google,singapore_google,179.72,91.734,0.152,0.208,0.7668,0.3299,0.4349,0.2931,0.6423,0.3693
sydney_google,sydney_aws,797.62,2.1206,0.096,0.9362,0.9986,0.6142,0.8497,0.9038,0.9428,0.7025
sydney_google,tokyo_aws,76.071,110.02,0.088,0.0859,0.7195,0.6548,0.4867,0.2362,0.6322,0.5918
sydney_google,tokyo_google,144.712,113.8,0.152,0.1668,0.7097,0.3299,0.4021,0.255,0.5944,0.357
tokyo_aws,frankfurt_aws,51.3813,241.05,0.02,0.0568,0.3806,1,0.4791,0.2152,0.4176,0.8047
tokyo_aws,frankfurt_google,9.1516,231.03,0.082,0.007,0.4065,0.6853,0.3663,0.1417,0.3914,0.5657
tokyo_aws,london_aws,53.2184,230.98,0.02,0.059,0.4066,1,0.4885,0.2201,0.4373,0.8082
tokyo_aws,london_google,9.4908,220.59,0.082,0.0074,0.4335,0.6853,0.3754,0.1454,0.4117,0.5691
tokyo_aws,mumbai_aws,47.084,131.02,0.086,0.0517,0.6652,0.665,0.4606,0.205,0.5885,0.5884
tokyo_aws,mumbai_google,14.393,129.89,0.082,0.0132,0.6681,0.6853,0.4555,0.1791,0.5884,0.5991
tokyo_aws,northvirginia_aws,72.765,166.09,0.02,0.082,0.5745,1,0.5522,0.2583,0.5661,0.8321
tokyo_aws,northvirginia_google,14.0056,152.1,0.082,0.0128,0.6106,0.6853,0.4362,0.1716,0.5452,0.5919
tokyo_aws,oregon_aws,96.894,98.948,0.02,0.1104,0.7481,1,0.6195,0.3013,0.6999,0.8573
tokyo_aws,oregon_google,20.426,90.851,0.082,0.0203,0.7691,0.6853,0.4916,0.197,0.665,0.6126
tokyo_aws,saopaulo_aws,45.2406,276.36,0.16,0.0496,0.2892,0.2893,0.2094,0.1095,0.2593,0.2593
tokyo_aws,saopaulo_google,10.76,263.16,0.082,0.0089,0.3234,0.6853,0.3392,0.1328,0.3293,0.5555
tokyo_aws,singapore_aws,91.124,71.203,0.09,0.1036,0.8199,0.6447,0.5227,0.2608,0.7085,0.599
tokyo_aws,singapore_google,22.897,71.496,0.082,0.0232,0.8191,0.6853,0.5092,0.2054,0.7029,0.6193
tokyo_aws,sydney_aws,67.142,128.02,0.14,0.0754,0.6729,0.3909,0.3797,0.1895,0.563,0.3867
tokyo_aws,sydney_google,17.1396,110.07,0.152,0.0165,0.7194,0.3299,0.3553,0.1435,0.5828,0.3394
tokyo_aws,tokyo_google,236.63,3.8668,0.082,0.2751,0.9941,0.6853,0.6515,0.4162,0.8656,0.6726
tokyo_google,frankfurt_aws,45.8209,243.18,0.075,0.0503,0.3751,0.7208,0.3821,0.1747,0.3777,0.5938
tokyo_google,frankfurt_google,64.3026,228.54,0.082,0.072,0.4129,0.6853,0.3901,0.1913,0.4043,0.5746
tokyo_google,london_aws,59.0851,218.07,0.075,0.0659,0.44,0.7208,0.4089,0.1945,0.4283,0.6038
tokyo_google,london_google,38.1776,217.2,0.082,0.0412,0.4423,0.6853,0.3896,0.1718,0.4225,0.5744
tokyo_google,mumbai_aws,53.283,125.11,0.084,0.059,0.6805,0.6751,0.4715,0.2137,0.6021,0.5988
tokyo_google,mumbai_google,47.432,126.13,0.082,0.0522,0.6778,0.6853,0.4718,0.2095,0.6005,0.6052
tokyo_google,northvirginia_aws,73.647,155.14,0.075,0.083,0.6028,0.7208,0.4689,0.2277,0.5526,0.6263
tokyo_google,northvirginia_google,111.071,149.2,0.082,0.1271,0.6181,0.6853,0.4768,0.2582,0.5651,0.6071
tokyo_google,oregon_aws,83.186,101.05,0.075,0.0943,0.7427,0.7208,0.5193,0.2537,0.6589,0.6452
tokyo_google,oregon_google,32.515,88.686,0.082,0.0346,0.7747,0.6853,0.4982,0.2085,0.671,0.6151
tokyo_google,saopaulo_aws,42.4383,262.03,0.217,0.0463,0.3263,0,0.1242,0.0755,0.2505,0.0466
tokyo_google,saopaulo_google,46.7454,259.71,0.082,0.0513,0.3323,0.6853,0.3563,0.1657,0.3413,0.5619
tokyo_google,singapore_aws,80.154,69.178,0.085,0.0907,0.8251,0.6701,0.5286,0.2549,0.7139,0.617
tokyo_google,singapore_google,59.03,67.575,0.082,0.0658,0.8293,0.6853,0.5268,0.2387,0.7159,0.6259
tokyo_google,sydney_aws,77.675,115.01,0.096,0.0878,0.7066,0.6142,0.4695,0.231,0.6177,0.5599
tokyo_google,sydney_google,26.846,113.83,0.152,0.0279,0.7096,0.3299,0.3558,0.1509,0.5769,0.3396
tokyo_google,tokyo_aws,514.73,3.2502,0.088,0.6028,0.9957,0.6548,0.7511,0.6584,0.904,0.6909
