PING 54.169.96.154 (54.169.96.154) 56(84) bytes of data.
64 bytes from 54.169.96.154: icmp_seq=82 ttl=48 time=2.85 ms
64 bytes from 54.169.96.154: icmp_seq=83 ttl=48 time=2.62 ms
64 bytes from 54.169.96.154: icmp_seq=84 ttl=48 time=2.45 ms
64 bytes from 54.169.96.154: icmp_seq=85 ttl=48 time=3.50 ms
64 bytes from 54.169.96.154: icmp_seq=86 ttl=48 time=3.99 ms
64 bytes from 54.169.96.154: icmp_seq=87 ttl=48 time=3.98 ms
64 bytes from 54.169.96.154: icmp_seq=88 ttl=48 time=5.77 ms
64 bytes from 54.169.96.154: icmp_seq=89 ttl=48 time=4.10 ms
64 bytes from 54.169.96.154: icmp_seq=90 ttl=48 time=4.85 ms
64 bytes from 54.169.96.154: icmp_seq=91 ttl=48 time=4.05 ms
64 bytes from 54.169.96.154: icmp_seq=92 ttl=48 time=2.82 ms
64 bytes from 54.169.96.154: icmp_seq=93 ttl=48 time=4.65 ms
64 bytes from 54.169.96.154: icmp_seq=94 ttl=48 time=2.82 ms
64 bytes from 54.169.96.154: icmp_seq=95 ttl=48 time=2.85 ms
64 bytes from 54.169.96.154: icmp_seq=96 ttl=48 time=5.84 ms
64 bytes from 54.169.96.154: icmp_seq=97 ttl=48 time=4.09 ms
64 bytes from 54.169.96.154: icmp_seq=98 ttl=48 time=4.03 ms
64 bytes from 54.169.96.154: icmp_seq=99 ttl=48 time=4.53 ms
64 bytes from 54.169.96.154: icmp_seq=100 ttl=48 time=7.16 ms

--- 54.169.96.154 ping statistics ---
100 packets transmitted, 100 received, 0% packet loss, time 99155ms
rtt min/avg/max/mdev = 2.459/4.768/15.136/1.793 ms
